,val_loss,val_cindex_score,loss,cindex_score
0,1.5964452736686605,0.6620571613311768,2.5130892677766017,0.66713697
1,1.3818055531884275,0.7037772536277771,1.0638474682224515,0.7607132
2,1.3003439930079055,0.6896617412567139,0.9342823592281565,0.7835693
3,1.466467684974404,0.7040066123008728,0.8933341013502618,0.7898898
4,1.4542637910835496,0.6911091208457947,0.8666099746375516,0.7976662
5,1.260943649257219,0.7165065407752991,0.842545231726849,0.8018783
6,1.2027094448324873,0.7044053673744202,0.8026160927504552,0.8052709
7,1.201783002301461,0.7071947455406189,0.790769253594948,0.81111187
8,1.2652132533334595,0.7115355134010315,0.7632641636008775,0.8113864
9,1.3455593012579659,0.7338579297065735,0.7263237317479858,0.81427044
10,2.058022593231142,0.7125973701477051,0.7333707543203752,0.8160765
11,1.2549335449772163,0.7257437109947205,0.7090905664346143,0.82172656
12,1.3776278350591844,0.7137138843536377,0.6593071219149613,0.8263376
13,1.3541325456509763,0.6941681504249573,0.6023088500924757,0.8333703
14,1.5053902049689813,0.7037537693977356,0.5890223466994992,0.83668756
15,1.274594236197076,0.7259426712989807,0.5671969859432092,0.8399943
16,1.4325229712842138,0.7174279689788818,0.5465386735214524,0.8417153
17,1.3342277339671913,0.7280423641204834,0.5197398561322244,0.8477747
18,1.2106802637397642,0.7297651171684265,0.5153387701595206,0.8489085
19,1.2055277545106236,0.7355821132659912,0.491533609886556,0.85418487
20,1.163111247047146,0.7316745519638062,0.4680646506635202,0.8583068
21,1.4993129310171396,0.7301455140113831,0.48036928600431983,0.8609771
22,1.3583247960307414,0.7256976366043091,0.4480190695860658,0.8654199
23,1.251869753685175,0.7301812767982483,0.4254074149611373,0.8669366
24,1.188758980451026,0.7292765974998474,0.40451215811471325,0.8715217
25,1.6257628366131482,0.7379777431488037,0.3944268542816602,0.87498486
26,1.357415160437348,0.7390731573104858,0.39050017825393174,0.87622887
27,1.4223451896912374,0.7242206931114197,0.3746853934088099,0.8764228
28,1.6436270304758296,0.7351970076560974,0.36227381991449265,0.8804485
29,1.2790787735125924,0.7390739917755127,0.35185989950190705,0.88336164
30,1.2204639432594886,0.7272956967353821,0.3321582459292378,0.88624525
31,1.298830258097179,0.7380306720733643,0.326342418168999,0.8879159
32,1.1140841212357728,0.7476579546928406,0.30848318484180237,0.89005405
33,1.1233082528813483,0.746870219707489,0.29898147121653235,0.89089
34,1.1787442837323765,0.7287399768829346,0.2880120682236443,0.8945202
35,1.0784552962027196,0.759727418422699,0.2718830128221796,0.8955326
36,1.1622215770676305,0.7483574151992798,0.2701367950868429,0.8956453
37,1.154972197937355,0.7403629422187805,0.26144361075213673,0.8994708
38,1.2009158877090857,0.7367298603057861,0.2560994017400298,0.89939857
39,1.1713768951276922,0.747524619102478,0.24012005364756805,0.9026685
40,1.267794133712378,0.7385786175727844,0.23511872744290693,0.9050681
41,1.1390901850211335,0.7430696487426758,0.224283193645355,0.90569305
42,1.1021272759737202,0.758049726486206,0.21479092973290714,0.90744483
43,1.3511109530602063,0.7387014031410217,0.21867300975360526,0.9084023
44,1.288460217029018,0.7321504354476929,0.21787750043779278,0.9089489
45,1.1842256713690362,0.7462443709373474,0.2035770785828286,0.91183233
46,1.3232627217394146,0.7484668493270874,0.19743655345266678,0.912567
47,1.1455741340194774,0.7395998239517212,0.18743562905579358,0.9150883
48,1.220215649684332,0.7436051964759827,0.18523906167377263,0.91651154
49,1.1644227354909396,0.7342636585235596,0.180395839438017,0.9174044
50,1.227561792909313,0.7568700313568115,0.18114516264148436,0.9179274
